id,tubeid,potid,gridid,species,pot,voidtype,datecolonized,worms,dead
T9_3E-85,9,T9_3E,85,CAMROT,T9_3E,crack,64,absent,0
T9_3E-86,9,T9_3E,86,CAMROT,T9_3E,crack,64,absent,0
T9_3E-88,9,T9_3E,88,CAMROT,T9_3E,crack,64,absent,0
T9_3E-91,9,T9_3E,91,CAMROT,T9_3E,crack,64,absent,0
T9_3E-92,9,T9_3E,92,CAMROT,T9_3E,crack,64,absent,0
T9_3E-94,9,T9_3E,94,CAMROT,T9_3E,crack,64,absent,0
T9_3E-95,9,T9_3E,95,CAMROT,T9_3E,crack,64,absent,0
T9_3E-97,9,T9_3E,97,CAMROT,T9_3E,crack,64,absent,0
T12_4D-10,12,T12_4D,10,CAMROT,T12_4D,crack,64,present,0
T12_4D-22,12,T12_4D,22,CAMROT,T12_4D,crack,64,present,0
T12_4D-25,12,T12_4D,25,CAMROT,T12_4D,crack,64,present,0
T12_4D-3,12,T12_4D,3,CAMROT,T12_4D,crack,64,present,0
T12_4D-4,12,T12_4D,4,CAMROT,T12_4D,crack,64,present,0
T12_4D-7,12,T12_4D,7,CAMROT,T12_4D,crack,64,present,0
T15_5B-29,15,T15_5B,29,ACHMIL,T15_5B,crack,64,present,0
T15_5B-34,15,T15_5B,34,ACHMIL,T15_5B,crack,64,present,0
T15_5B-36,15,T15_5B,36,ACHMIL,T15_5B,crack,64,present,0
T15_5E-1,15,T15_5E,1,CAMROT,T15_5E,crack,64,present,0
T15_5E-11,15,T15_5E,11,CAMROT,T15_5E,crack,64,present,0
T15_5E-12,15,T15_5E,12,CAMROT,T15_5E,crack,64,present,0
T18_6D-49,18,T18_6D,49,CAMROT,T18_6D,crack,64,present,0
T18_6D-55,18,T18_6D,55,CAMROT,T18_6D,crack,64,present,0
T18_6D-56,18,T18_6D,56,CAMROT,T18_6D,crack,64,present,0
T18_6D-61,18,T18_6D,61,CAMROT,T18_6D,crack,64,present,0
T18_6D-62,18,T18_6D,62,CAMROT,T18_6D,crack,64,present,0
T18_6D-64,18,T18_6D,64,CAMROT,T18_6D,crack,64,present,0
T24_8B-12,24,T24_8B,12,ACHMIL,T24_8B,crack,64,present,0
T24_8B-24,24,T24_8B,24,ACHMIL,T24_8B,crack,64,present,0
T24_8B-27,24,T24_8B,27,ACHMIL,T24_8B,crack,64,present,0
T24_8B-38,24,T24_8B,38,ACHMIL,T24_8B,crack,64,present,0
T24_8B-41,24,T24_8B,41,ACHMIL,T24_8B,crack,64,present,0
T24_8B-49,24,T24_8B,49,ACHMIL,T24_8B,crack,64,present,0
T24_8B-52,24,T24_8B,52,ACHMIL,T24_8B,crack,64,present,0
T24_8B-55,24,T24_8B,55,ACHMIL,T24_8B,crack,64,present,0
T24_8B-9,24,T24_8B,9,ACHMIL,T24_8B,crack,64,present,0
T24_8D-32,24,T24_8D,32,ACHMIL,T24_8D,crack,64,present,0
T24_8D-35,24,T24_8D,35,ACHMIL,T24_8D,crack,64,present,0
T24_8D-37,24,T24_8D,37,ACHMIL,T24_8D,crack,64,present,0
T27_9C-13,27,T27_9C,13,ACHMIL,T27_9C,crack,64,present,0
T27_9C-14,27,T27_9C,14,ACHMIL,T27_9C,crack,64,present,0
T27_9C-31,27,T27_9C,31,ACHMIL,T27_9C,crack,64,present,0
T27_9C-34,27,T27_9C,34,ACHMIL,T27_9C,crack,64,present,0
T27_9C-35,27,T27_9C,35,ACHMIL,T27_9C,crack,64,present,0
T27_9C-40,27,T27_9C,40,ACHMIL,T27_9C,crack,64,present,0
T27_9C-41,27,T27_9C,41,ACHMIL,T27_9C,crack,64,present,0
T27_9C-43,27,T27_9C,43,ACHMIL,T27_9C,crack,64,present,0
T3_1C-10,3,T3_1C,10,ACHMIL,T3_1C,crack,64,present,0
T3_1C-17,3,T3_1C,17,ACHMIL,T3_1C,crack,64,present,0
T3_1C-19,3,T3_1C,19,ACHMIL,T3_1C,crack,64,present,0
T3_1C-20,3,T3_1C,20,ACHMIL,T3_1C,crack,64,present,0
T3_1C-22,3,T3_1C,22,ACHMIL,T3_1C,crack,64,present,0
T3_1C-23,3,T3_1C,23,ACHMIL,T3_1C,crack,64,present,0
T3_1C-26,3,T3_1C,26,ACHMIL,T3_1C,crack,64,present,0
T3_1C-7,3,T3_1C,7,ACHMIL,T3_1C,crack,64,present,0
T3_1D-70,3,T3_1D,70,ACHMIL,T3_1D,crack,64,present,0
T3_1D-73,3,T3_1D,73,ACHMIL,T3_1D,crack,64,present,0
T30_10A-1,30,T30_10A,1,CAMROT,T30_10A,crack,64,present,0
T30_10B-94,30,T30_10B,94,ACHMIL,T30_10B,crack,64,present,0
T33_11E-4,33,T33_11E,4,ACHMIL,T33_11E,crack,64,present,0
T33_11E-5,33,T33_11E,5,ACHMIL,T33_11E,crack,64,present,0
T33_11E-6,33,T33_11E,6,ACHMIL,T33_11E,crack,64,present,0
T33_11E-74,33,T33_11E,74,ACHMIL,T33_11E,crack,64,present,0
T33_11E-75,33,T33_11E,75,ACHMIL,T33_11E,crack,64,present,0
T33_11E-77,33,T33_11E,77,ACHMIL,T33_11E,crack,64,present,0
T33_11E-78,33,T33_11E,78,ACHMIL,T33_11E,crack,64,present,0
T6_2B-10,6,T6_2B,10,ACHMIL,T6_2B,crack,64,present,0
T6_2B-29,6,T6_2B,29,ACHMIL,T6_2B,crack,64,present,0
T6_2B-32,6,T6_2B,32,ACHMIL,T6_2B,crack,64,present,0
T6_2B-35,6,T6_2B,35,ACHMIL,T6_2B,crack,64,present,0
T6_2B-36,6,T6_2B,36,ACHMIL,T6_2B,crack,64,present,0
T6_2B-39,6,T6_2B,39,ACHMIL,T6_2B,crack,64,present,0
T6_2B-55,6,T6_2B,55,ACHMIL,T6_2B,crack,64,present,0
T6_2B-56,6,T6_2B,56,ACHMIL,T6_2B,crack,64,present,0
T6_2B-59,6,T6_2B,59,ACHMIL,T6_2B,crack,64,present,0
T6_2B-60,6,T6_2B,60,ACHMIL,T6_2B,crack,64,present,0
T6_2B-62,6,T6_2B,62,ACHMIL,T6_2B,crack,64,present,0
T6_2B-64,6,T6_2B,64,ACHMIL,T6_2B,crack,64,present,0
T6_2B-67,6,T6_2B,67,ACHMIL,T6_2B,crack,64,present,0
T6_2B-68,6,T6_2B,68,ACHMIL,T6_2B,crack,64,present,0
T6_2B-71,6,T6_2B,71,ACHMIL,T6_2B,crack,64,present,0
T6_2B-74,6,T6_2B,74,ACHMIL,T6_2B,crack,64,present,0
T9_3B-34,9,T9_3B,34,CAMROT,T9_3B,crack,64,present,0
T9_3B-37,9,T9_3B,37,CAMROT,T9_3B,crack,64,present,0
T9_3B-40,9,T9_3B,40,CAMROT,T9_3B,crack,64,present,0
T9_3B-41,9,T9_3B,41,CAMROT,T9_3B,crack,64,present,0
T9_3B-42,9,T9_3B,42,CAMROT,T9_3B,crack,64,present,0
T9_3B-47,9,T9_3B,47,CAMROT,T9_3B,crack,64,present,0
T9_3B-75,9,T9_3B,75,CAMROT,T9_3B,crack,64,present,0
T9_3B-77,9,T9_3B,77,CAMROT,T9_3B,crack,64,present,0
T9_3B-85,9,T9_3B,85,CAMROT,T9_3B,crack,64,present,0
T9_3B-86,9,T9_3B,86,CAMROT,T9_3B,crack,64,present,0
T9_3B-89,9,T9_3B,89,CAMROT,T9_3B,crack,64,present,0
T9_3B-90,9,T9_3B,90,CAMROT,T9_3B,crack,64,present,0
T12_4B-49,12,T12_4B,49,CAMROT,T12_4B,burrow,64,present,0
T12_4B-52,12,T12_4B,52,CAMROT,T12_4B,burrow,64,present,0
T12_4B-55,12,T12_4B,55,CAMROT,T12_4B,burrow,64,present,0
T12_4B-58,12,T12_4B,58,CAMROT,T12_4B,burrow,64,present,0
T12_4B-61,12,T12_4B,61,CAMROT,T12_4B,burrow,64,present,0
T12_4B-67,12,T12_4B,67,CAMROT,T12_4B,burrow,64,present,0
T12_4B-80,12,T12_4B,80,CAMROT,T12_4B,burrow,64,present,0
T12_4B-82,12,T12_4B,82,CAMROT,T12_4B,burrow,64,present,0
T12_4B-83,12,T12_4B,83,CAMROT,T12_4B,burrow,64,present,0
T12_4B-97,12,T12_4B,97,CAMROT,T12_4B,burrow,64,present,0
T12_4B-98,12,T12_4B,98,CAMROT,T12_4B,burrow,64,present,0
T12_4D-107,12,T12_4D,107,CAMROT,T12_4D,burrow,64,present,0
T12_4D-26,12,T12_4D,26,CAMROT,T12_4D,burrow,64,present,0
T12_4D-29,12,T12_4D,29,CAMROT,T12_4D,burrow,64,present,0
T12_4D-31,12,T12_4D,31,CAMROT,T12_4D,burrow,64,present,0
T12_4D-32,12,T12_4D,32,CAMROT,T12_4D,burrow,64,present,0
T12_4D-35,12,T12_4D,35,CAMROT,T12_4D,burrow,64,present,0
T12_4D-43,12,T12_4D,43,CAMROT,T12_4D,burrow,64,present,0
T12_4D-45,12,T12_4D,45,CAMROT,T12_4D,burrow,64,present,0
T12_4D-47,12,T12_4D,47,CAMROT,T12_4D,burrow,64,present,0
T12_4D-50,12,T12_4D,50,CAMROT,T12_4D,burrow,64,present,0
T12_4D-52,12,T12_4D,52,CAMROT,T12_4D,burrow,64,present,0
T12_4D-53,12,T12_4D,53,CAMROT,T12_4D,burrow,64,present,0
T12_4D-64,12,T12_4D,64,CAMROT,T12_4D,burrow,64,present,0
T12_4D-75,12,T12_4D,75,CAMROT,T12_4D,burrow,64,present,0
T12_4D-81,12,T12_4D,81,CAMROT,T12_4D,burrow,64,present,0
T12_4D-82,12,T12_4D,82,CAMROT,T12_4D,burrow,64,present,0
T12_4D-85,12,T12_4D,85,CAMROT,T12_4D,burrow,64,present,0
T12_4D-88,12,T12_4D,88,CAMROT,T12_4D,burrow,64,present,0
T12_4D-89,12,T12_4D,89,CAMROT,T12_4D,burrow,64,present,0
T12_4D-94,12,T12_4D,94,CAMROT,T12_4D,burrow,64,present,0
T12_4D-97,12,T12_4D,97,CAMROT,T12_4D,burrow,64,present,0
T15_5B-49,15,T15_5B,49,ACHMIL,T15_5B,burrow,64,present,0
T15_5B-96,15,T15_5B,96,ACHMIL,T15_5B,burrow,64,present,0
T15_5B-99,15,T15_5B,99,ACHMIL,T15_5B,burrow,64,present,0
T15_5E-102,15,T15_5E,102,CAMROT,T15_5E,burrow,64,present,0
T15_5E-103,15,T15_5E,103,CAMROT,T15_5E,burrow,64,present,0
T15_5E-104,15,T15_5E,104,CAMROT,T15_5E,burrow,64,present,0
T15_5E-39,15,T15_5E,39,CAMROT,T15_5E,burrow,64,present,0
T15_5E-79,15,T15_5E,79,CAMROT,T15_5E,burrow,64,present,0
T15_5E-82,15,T15_5E,82,CAMROT,T15_5E,burrow,64,present,0
T15_5E-83,15,T15_5E,83,CAMROT,T15_5E,burrow,64,present,0
T15_5E-84,15,T15_5E,84,CAMROT,T15_5E,burrow,64,present,0
T18_6B-86,18,T18_6B,86,ACHMIL,T18_6B,burrow,64,present,0
T18_6D-96,18,T18_6D,96,CAMROT,T18_6D,burrow,64,present,0
T21_7C-1,21,T21_7C,1,ACHMIL,T21_7C,burrow,64,present,0
T21_7C-2,21,T21_7C,2,ACHMIL,T21_7C,burrow,64,present,0
T21_7C-28,21,T21_7C,28,ACHMIL,T21_7C,burrow,64,present,0
T21_7C-30,21,T21_7C,30,ACHMIL,T21_7C,burrow,64,present,0
T21_7C-31,21,T21_7C,31,ACHMIL,T21_7C,burrow,64,present,0
T21_7C-34,21,T21_7C,34,ACHMIL,T21_7C,burrow,64,present,0
T21_7C-4,21,T21_7C,4,ACHMIL,T21_7C,burrow,64,present,0
T21_7C-5,21,T21_7C,5,ACHMIL,T21_7C,burrow,64,present,0
T21_7C-64,21,T21_7C,64,ACHMIL,T21_7C,burrow,64,present,0
T21_7C-67,21,T21_7C,67,ACHMIL,T21_7C,burrow,64,present,0
T24_8B-76,24,T24_8B,76,ACHMIL,T24_8B,burrow,64,present,0
T24_8B-79,24,T24_8B,79,ACHMIL,T24_8B,burrow,64,present,0
T24_8B-82,24,T24_8B,82,ACHMIL,T24_8B,burrow,64,present,0
T24_8B-85,24,T24_8B,85,ACHMIL,T24_8B,burrow,64,present,0
T24_8B-88,24,T24_8B,88,ACHMIL,T24_8B,burrow,64,present,0
T24_8B-91,24,T24_8B,91,ACHMIL,T24_8B,burrow,64,present,0
T24_8B-98,24,T24_8B,98,ACHMIL,T24_8B,burrow,64,present,0
T24_8B-99,24,T24_8B,99,ACHMIL,T24_8B,burrow,64,present,0
T24_8C-49,24,T24_8C,49,CAMROT,T24_8C,burrow,64,present,0
T24_8C-52,24,T24_8C,52,CAMROT,T24_8C,burrow,64,present,0
T24_8C-53,24,T24_8C,53,CAMROT,T24_8C,burrow,64,present,0
T24_8C-71,24,T24_8C,71,CAMROT,T24_8C,burrow,64,present,0
T24_8C-74,24,T24_8C,74,CAMROT,T24_8C,burrow,64,present,0
T24_8C-77,24,T24_8C,77,CAMROT,T24_8C,burrow,64,present,0
T24_8C-83,24,T24_8C,83,CAMROT,T24_8C,burrow,64,present,0
T24_8C-84,24,T24_8C,84,CAMROT,T24_8C,burrow,64,present,0
T24_8C-86,24,T24_8C,86,CAMROT,T24_8C,burrow,64,present,0
T24_8C-88,24,T24_8C,88,CAMROT,T24_8C,burrow,64,present,0
T24_8C-89,24,T24_8C,89,CAMROT,T24_8C,burrow,64,present,0
T24_8C-90,24,T24_8C,90,CAMROT,T24_8C,burrow,64,present,0
T24_8D-105,24,T24_8D,105,ACHMIL,T24_8D,burrow,64,present,0
T24_8D-108,24,T24_8D,108,ACHMIL,T24_8D,burrow,64,present,0
T24_8D-73,24,T24_8D,73,ACHMIL,T24_8D,burrow,64,present,0
T24_8D-82,24,T24_8D,82,ACHMIL,T24_8D,burrow,64,present,0
T24_8D-85,24,T24_8D,85,ACHMIL,T24_8D,burrow,64,present,0
T27_9C-105,27,T27_9C,105,ACHMIL,T27_9C,burrow,64,present,0
T27_9C-107,27,T27_9C,107,ACHMIL,T27_9C,burrow,64,present,0
T27_9C-110,27,T27_9C,110,ACHMIL,T27_9C,burrow,64,present,0
T27_9C-111,27,T27_9C,111,ACHMIL,T27_9C,burrow,64,present,0
T27_9C-90,27,T27_9C,90,ACHMIL,T27_9C,burrow,64,present,0
T27_9E-76,27,T27_9E,76,CAMROT,T27_9E,burrow,64,present,0
T27_9E-77,27,T27_9E,77,CAMROT,T27_9E,burrow,64,present,0
T27_9E-78,27,T27_9E,78,CAMROT,T27_9E,burrow,64,present,0
T27_9E-83,27,T27_9E,83,CAMROT,T27_9E,burrow,64,present,0
T3_1A-10,3,T3_1A,10,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-13,3,T3_1A,13,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-16,3,T3_1A,16,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-19,3,T3_1A,19,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-26,3,T3_1A,26,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-28,3,T3_1A,28,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-34,3,T3_1A,34,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-35,3,T3_1A,35,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-36,3,T3_1A,36,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-38,3,T3_1A,38,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-39,3,T3_1A,39,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-41,3,T3_1A,41,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-48,3,T3_1A,48,ACHMIL,T3_1A,burrow,64,present,0
T3_1A-7,3,T3_1A,7,ACHMIL,T3_1A,burrow,64,present,0
T3_1C-43,3,T3_1C,43,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-46,3,T3_1C,46,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-49,3,T3_1C,49,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-50,3,T3_1C,50,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-51,3,T3_1C,51,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-53,3,T3_1C,53,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-54,3,T3_1C,54,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-56,3,T3_1C,56,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-57,3,T3_1C,57,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-73,3,T3_1C,73,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-79,3,T3_1C,79,ACHMIL,T3_1C,burrow,64,present,0
T3_1C-82,3,T3_1C,82,ACHMIL,T3_1C,burrow,64,present,0
T3_1E-86,3,T3_1E,86,ACHMIL,T3_1E,burrow,64,present,0
T3_1E-87,3,T3_1E,87,ACHMIL,T3_1E,burrow,64,present,0
T3_1E-89,3,T3_1E,89,ACHMIL,T3_1E,burrow,64,present,0
T3_1E-90,3,T3_1E,90,ACHMIL,T3_1E,burrow,64,present,0
T3_1E-91,3,T3_1E,91,ACHMIL,T3_1E,burrow,64,present,0
T3_1E-92,3,T3_1E,92,ACHMIL,T3_1E,burrow,64,present,0
T3_1E-94,3,T3_1E,94,ACHMIL,T3_1E,burrow,64,present,0
T30_10A-23,30,T30_10A,23,CAMROT,T30_10A,burrow,64,present,0
T30_10A-26,30,T30_10A,26,CAMROT,T30_10A,burrow,64,present,0
T30_10A-43,30,T30_10A,43,CAMROT,T30_10A,burrow,64,present,0
T30_10A-69,30,T30_10A,69,CAMROT,T30_10A,burrow,64,present,0
T30_10A-92,30,T30_10A,92,CAMROT,T30_10A,burrow,64,present,0
T30_10B-10,30,T30_10B,10,ACHMIL,T30_10B,burrow,64,present,0
T30_10B-16,30,T30_10B,16,ACHMIL,T30_10B,burrow,64,present,0
T30_10B-17,30,T30_10B,17,ACHMIL,T30_10B,burrow,64,present,0
T30_10B-19,30,T30_10B,19,ACHMIL,T30_10B,burrow,64,present,0
T30_10B-20,30,T30_10B,20,ACHMIL,T30_10B,burrow,64,present,0
T30_10B-22,30,T30_10B,22,ACHMIL,T30_10B,burrow,64,present,0
T30_10B-26,30,T30_10B,26,ACHMIL,T30_10B,burrow,64,present,0
T30_10B-40,30,T30_10B,40,ACHMIL,T30_10B,burrow,64,present,0
T30_10C-19,30,T30_10C,19,CAMROT,T30_10C,burrow,64,present,0
T30_10C-22,30,T30_10C,22,CAMROT,T30_10C,burrow,64,present,0
T30_10C-23,30,T30_10C,23,CAMROT,T30_10C,burrow,64,present,0
T30_10C-41,30,T30_10C,41,CAMROT,T30_10C,burrow,64,present,0
T30_10C-44,30,T30_10C,44,CAMROT,T30_10C,burrow,64,present,0
T30_10C-47,30,T30_10C,47,CAMROT,T30_10C,burrow,64,present,0
T30_10C-56,30,T30_10C,56,CAMROT,T30_10C,burrow,64,present,0
T30_10D-31,30,T30_10D,31,CAMROT,T30_10D,burrow,64,present,0
T30_10D-60,30,T30_10D,60,CAMROT,T30_10D,burrow,64,present,0
T30_10D-66,30,T30_10D,66,CAMROT,T30_10D,burrow,64,present,0
T30_10D-78,30,T30_10D,78,CAMROT,T30_10D,burrow,64,present,0
T33_11E-99,33,T33_11E,99,ACHMIL,T33_11E,burrow,64,present,0
T36_12B-11,36,T36_12B,11,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-14,36,T36_12B,14,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-15,36,T36_12B,15,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-16,36,T36_12B,16,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-17,36,T36_12B,17,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-18,36,T36_12B,18,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-85,36,T36_12B,85,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-86,36,T36_12B,86,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-87,36,T36_12B,87,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-88,36,T36_12B,88,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-90,36,T36_12B,90,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-92,36,T36_12B,92,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-95,36,T36_12B,95,ACHMIL,T36_12B,burrow,64,present,0
T36_12B-98,36,T36_12B,98,ACHMIL,T36_12B,burrow,64,present,0
T6_2D-79,6,T6_2D,79,CAMROT,T6_2D,burrow,64,present,0
T6_2D-80,6,T6_2D,80,CAMROT,T6_2D,burrow,64,present,0
T6_2D-82,6,T6_2D,82,CAMROT,T6_2D,burrow,64,present,0
T6_2D-85,6,T6_2D,85,CAMROT,T6_2D,burrow,64,present,0
T6_2D-88,6,T6_2D,88,CAMROT,T6_2D,burrow,64,present,0
T6_2D-89,6,T6_2D,89,CAMROT,T6_2D,burrow,64,present,0
T9_3A-12,9,T9_3A,12,ACHMIL,T9_3A,burrow,64,present,0
T9_3A-9,9,T9_3A,9,ACHMIL,T9_3A,burrow,64,present,0
T9_3B-18,9,T9_3B,18,CAMROT,T9_3B,burrow,64,present,0
T9_3D-101,9,T9_3D,101,CAMROT,T9_3D,burrow,64,present,0
T9_3D-104,9,T9_3D,104,CAMROT,T9_3D,burrow,64,present,0
T9_3D-73,9,T9_3D,73,CAMROT,T9_3D,burrow,64,present,0
T9_3D-81,9,T9_3D,81,CAMROT,T9_3D,burrow,64,present,0
T9_3D-82,9,T9_3D,82,CAMROT,T9_3D,burrow,64,present,0
T9_3D-83,9,T9_3D,83,CAMROT,T9_3D,burrow,64,present,0
T9_3D-84,9,T9_3D,84,CAMROT,T9_3D,burrow,64,present,0
T9_3D-95,9,T9_3D,95,CAMROT,T9_3D,burrow,64,present,0
T12_4A-49,12,T12_4A,49,ACHMIL,T12_4A,soil,99,absent,0
T12_4A-67,12,T12_4A,67,ACHMIL,T12_4A,soil,99,absent,0
T12_4C-12,12,T12_4C,12,CAMROT,T12_4C,soil,99,absent,0
T12_4C-14,12,T12_4C,14,CAMROT,T12_4C,soil,99,absent,0
T12_4C-2,12,T12_4C,2,CAMROT,T12_4C,soil,99,absent,0
T12_4C-24,12,T12_4C,24,CAMROT,T12_4C,soil,99,absent,0
T12_4C-3,12,T12_4C,3,CAMROT,T12_4C,soil,99,absent,0
T12_4E-63,12,T12_4E,63,CAMROT,T12_4E,soil,99,absent,0
T12_4E-78,12,T12_4E,78,CAMROT,T12_4E,soil,99,absent,0
T12_4E-81,12,T12_4E,81,CAMROT,T12_4E,soil,99,absent,0
T12_4E-9,12,T12_4E,9,CAMROT,T12_4E,soil,99,absent,0
T15_5A-40,15,T15_5A,40,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-43,15,T15_5A,43,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-5,15,T15_5A,5,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-52,15,T15_5A,52,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-55,15,T15_5A,55,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-58,15,T15_5A,58,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-61,15,T15_5A,61,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-67,15,T15_5A,67,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-7,15,T15_5A,7,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-72,15,T15_5A,72,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-8,15,T15_5A,8,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-88,15,T15_5A,88,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-9,15,T15_5A,9,ACHMIL,T15_5A,soil,99,absent,0
T15_5A-91,15,T15_5A,91,ACHMIL,T15_5A,soil,99,absent,0
T15_5D-10,15,T15_5D,10,CAMROT,T15_5D,soil,99,absent,0
T15_5D-13,15,T15_5D,13,CAMROT,T15_5D,soil,99,absent,0
T15_5D-16,15,T15_5D,16,CAMROT,T15_5D,soil,99,absent,0
T15_5D-4,15,T15_5D,4,CAMROT,T15_5D,soil,99,absent,0
T15_5D-58,15,T15_5D,58,CAMROT,T15_5D,soil,99,absent,0
T15_5D-7,15,T15_5D,7,CAMROT,T15_5D,soil,99,absent,0
T15_5D-79,15,T15_5D,79,CAMROT,T15_5D,soil,99,absent,0
T15_5D-80,15,T15_5D,80,CAMROT,T15_5D,soil,99,absent,0
T15_5D-82,15,T15_5D,82,CAMROT,T15_5D,soil,99,absent,0
T18_6C-14,18,T18_6C,14,ACHMIL,T18_6C,soil,99,absent,0
T18_6C-17,18,T18_6C,17,ACHMIL,T18_6C,soil,99,absent,0
T18_6C-65,18,T18_6C,65,ACHMIL,T18_6C,soil,99,absent,0
T18_6C-68,18,T18_6C,68,ACHMIL,T18_6C,soil,99,absent,0
T18_6E-101,18,T18_6E,101,CAMROT,T18_6E,soil,99,absent,0
T18_6E-110,18,T18_6E,110,CAMROT,T18_6E,soil,99,absent,0
T18_6E-16,18,T18_6E,16,CAMROT,T18_6E,soil,99,absent,0
T18_6E-37,18,T18_6E,37,CAMROT,T18_6E,soil,99,absent,0
T18_6E-43,18,T18_6E,43,CAMROT,T18_6E,soil,99,absent,0
T18_6E-44,18,T18_6E,44,CAMROT,T18_6E,soil,99,absent,0
T18_6E-45,18,T18_6E,45,CAMROT,T18_6E,soil,99,absent,0
T18_6E-49,18,T18_6E,49,CAMROT,T18_6E,soil,99,absent,0
T18_6E-50,18,T18_6E,50,CAMROT,T18_6E,soil,99,absent,0
T18_6E-51,18,T18_6E,51,CAMROT,T18_6E,soil,99,absent,0
T18_6E-77,18,T18_6E,77,CAMROT,T18_6E,soil,99,absent,0
T18_6E-86,18,T18_6E,86,CAMROT,T18_6E,soil,99,absent,0
T18_6E-88,18,T18_6E,88,CAMROT,T18_6E,soil,99,absent,0
T18_6E-91,18,T18_6E,91,CAMROT,T18_6E,soil,99,absent,0
T18_6E-94,18,T18_6E,94,CAMROT,T18_6E,soil,99,absent,0
T18_6E-98,18,T18_6E,98,CAMROT,T18_6E,soil,99,absent,0
T21_7A-96,21,T21_7A,96,ACHMIL,T21_7A,soil,99,absent,0
T21_7A-99,21,T21_7A,99,ACHMIL,T21_7A,soil,99,absent,0
T21_7B-105,21,T21_7B,105,CAMROT,T21_7B,soil,99,absent,0
T21_7B-108,21,T21_7B,108,CAMROT,T21_7B,soil,99,absent,0
T21_7B-109,21,T21_7B,109,CAMROT,T21_7B,soil,99,absent,0
T21_7B-55,21,T21_7B,55,CAMROT,T21_7B,soil,99,absent,0
T21_7B-58,21,T21_7B,58,CAMROT,T21_7B,soil,99,absent,0
T21_7B-61,21,T21_7B,61,CAMROT,T21_7B,soil,99,absent,0
T21_7B-64,21,T21_7B,64,CAMROT,T21_7B,soil,99,absent,0
T21_7B-67,21,T21_7B,67,CAMROT,T21_7B,soil,99,absent,0
T21_7B-70,21,T21_7B,70,CAMROT,T21_7B,soil,99,absent,0
T21_7B-73,21,T21_7B,73,CAMROT,T21_7B,soil,99,absent,0
T21_7B-93,21,T21_7B,93,CAMROT,T21_7B,soil,99,absent,0
T21_7B-96,21,T21_7B,96,CAMROT,T21_7B,soil,99,absent,0
T21_7B-99,21,T21_7B,99,CAMROT,T21_7B,soil,99,absent,0
T21_7D-103,21,T21_7D,103,ACHMIL,T21_7D,soil,99,absent,0
T21_7D-109,21,T21_7D,109,ACHMIL,T21_7D,soil,99,absent,0
T21_7D-28,21,T21_7D,28,ACHMIL,T21_7D,soil,99,absent,0
T21_7D-29,21,T21_7D,29,ACHMIL,T21_7D,soil,99,absent,0
T21_7D-32,21,T21_7D,32,ACHMIL,T21_7D,soil,99,absent,0
T21_7D-34,21,T21_7D,34,ACHMIL,T21_7D,soil,99,absent,0
